name;email
Будьте здоровы. Южный Урал журнал;ivan@mail.ru  bydtezdorovi@mail.ru  
Возрождение Урала газета;zvu_press@mail.ru  vadalm@mail.ru  
Эксперт Северо-Запад журнал;podpiska@expert.ru  pr@expertnw.ru  info@expertnw.ru  20info@expertnw.ru  reklama@expertnw.ru  
Catalog. Хорошие вещи в Красноярске рекламно-информационный журнал;catalogstolnick@mail.ru  catalog_redactor@mail.ru  stolnick.krsk@yandex.ru  krasgolf@mail.ru  schoolwine@mail.ru  
Катализ в промышленности журнал;compmg@maik.ru  customerservice@springer.com  subscriptions@springer.com  ctls@kalvis.ru  isupport@neicon.ru  
Аргументы и факты-Волгоград газета;aifvlg.is@gmail.com  shevereva.y@gmail.com  chekina.lena@gmail.com  
Горелово-Красное Село газета;vladzlobin@gmail.com  
Московский Комсомолец в Бурятии газета;reklama.87@mail.ru  
Огни Кавминвод газета;ognikmv@gmail.ru  
Гидравлика. Пневматика. Приводы. журнал;info@industri.ru  
Заводоуковские вести газета;zavest@mail.ru  
Айболит. Письма газета;redaktor@vdv-kavkaz.ru  
Арзамасские ВЕСТИ газета;arzamassetinn@mail.ru  
Ярмарка-Калуга рекламный еженедельник;entr_logos@mail.ru  i.p.matyuhin@mail.ru  kilkaluga@mail.ru  info@pironet.ru  maksm1959@mail.ru  
Тверь охотничья иллюстрированный журнал;tver-club@mail.ru  
Вольный город Тольятти газета;vol-gorod@yandex.ru  lipoff@mail.ru  vgorstar@mail.ru  
Сибирский дом журнал по недвижимости;rekla
Советская Сибирь газета;2915713@bk.ru  m9268009333@gmail.com  
Городские известия газета;gi-kursk@mail.ru  nsverevkin@gmail.com  exprespol@mail.ru  
Реклайф газета;reklife-pskov@mail.ru  chief_advert@mail.ru  
ЗооМедВед журнал;anna@tsn.tsenovik.ru  
Территория выбора журнал;t212081@yandex.ru  
OMA MUA газета;omamua@mail.ru  
Депутатский круг газета;info@mediakrug.ru  
Библиотечное Дело журнал;bibliograf@inbox.ru  info@bibliograf.ru  
Страна Чудес журнал;office@kidsinstyle.ru  reklama@kidsinstyle.ru  pr@kidsinstyle.ru  
Бизнес и территория журнал;ziv2007@list.ru  mariapa2007@yandex.ru  pressa@rifvrn.ru  
Администратор образования журнал;ovd_r@mail.ru  
Драйв-движение жизни журнал;pr@draivspb.ru  kadru@massandra.su  3aabcmodus@mail.ru  abcmodus@mail.ru  spa@spavyarska.ru  
Аргументы и факты Регион газета;colt_8@mail.ru  kazweteran@mail.ru  
Характер.ru журнал;harakter_onego10@mail.ru  
Налоги и финансовое право журнал;cnfp@cnfp.ru  msk@cnfp.ru  trufanov@cnfp.ru  buhgalt@cnfp.ru  zta@cnfp.ru  
InStyle журнал;info@skpress.ru  
Wedding журнал;o.bebekina@weddingmagazine.ru  y.windsor@weddingmagazine.ru  v.glushkova@weddingmagazine.ru  m.filimonova@weddingmagazine.ru  ivinna@weddingmagazine.ru  
Северный Меркурий газета;20sm@atknet.ru  sm@atknet.ru  
Радиосистемы журнал;sw.a.p@mail.ru  
Евразия газета;evr@miassprint.ru  admin@evr74.ru  
Часовой Бизнес журнал;vmedvedev@mywatch.ru  eepifanova@mywatch.ru  gstryukova@mywatch.ru  oanisimova@mywatch.ru  office@mywatch.ru  
Ваши 6 соток газета;komm@sotki.ru  
Воскресенские вести православная газета;lelya.minina.80@mail.ru  gymnaziyadzr@mail.ru  hramdzr@mail.ru  
Мир музея журнал;info@club-wom.ru  info@rzd-museum.ru  tatar_museum@mail.ru  info@club-wom.com  museums@club-wom.com  ;
Налоговая политика и практика журнал;npp2012@ya.ru  info@nalogkodeks.ru  
Православная Пермь газета;pravperm@mail.ru  3112197474@mail.ru  kudym-eparh@yandex.ru  hram59@yandex.ru  semin.kud@yandex.ru  
CHEFART журнал;podpiska@restoved.ru  
Нива газета;gazetaniva@yandex.ru  
Нефтяник Удмуртии газета;sec_hotline@rosneft.ru  7600@udmurtneft.ru  lgsyisoeva@udmurtneft.ru  vvtitova@udmurtneft.ru  avsazonova@udmurtneft.ru  
Наш Зеленый Дол. Зеленодольск газета;zdreklama@mail.ru  zdgazeta@mail.ru  tvzed@mail.ru  
Pro Город газета;propenza@mail.ru  
Директор Иваново журнал;zabota.ivanovo@rambler.ru  
КАК проект издательско-коммуникационное агентство;info@kak.ru  
Вечерний Краснокамск газета;gazeta.vk@mail.ru  
Вестник государственной регистрации журнал;info@impra116.ru  ;
Саратовский медико-фармацевтической вестник журнал;office@farmnet.ru  koordinator@farmnet.ru  
Орленок-Дагестан газета;orlenok_dag@mail.ru  ecopoetov@gmail.com  
Physics of Particles and Nuclei журнал;pepan@jinr.ru  compmg@maik.ru  customerservice@springer.com  subscriptions@springer.com  
Ваш Ореол газета;oreol07@smi55.com  
Дзержинская ярмарка газета;mpkgvs@yandex.ru  kristi-89_07@list.ru  perspektivakarera@list.ru  cks@dze.ru  i.levckina@yandex.ru  
Карельская губернiя газета;mail@rep.ru  
Мегаполис жизнь города газета;ks-info@mail.ru  ;
Курс Н экономический еженедельник;kursn@sandy.ru  
Ивановская газета;ivgazeta@bk.ru  igreklama@bk.ru  igpodpiska@bk.ru  
Motor Boat & Yachting журнал о яхтах и катерах;info@mby.ru  
Общественный Защитник газета;redactor@ozonline.ru  reklama@ozonline.ru  news@ozonline.ru  obladm@chel.surney.ru  inform@chelgumr.ru  
Метрополис-Новосибирск газета;metropolis@epig.ru  info@mypapit.net  
Сегодняшняя Газета;riasgzt@mail.ru  kobzarev@inforos.ru  asmandsky@gmail.com  usamature@hotmail.com  snl1959@mail.ru  
Лакокрасочные материалы и их применение журнал;om@paint-media.com  stepin@kstu.ru  semina@raduga-sintez.ru  orgpokr@lti-gti.ru  vmanerov@yarli.ru  
Шесть соток Сибири газета;sibreklama@mail.ru  
За темпы и качество газета;zykmg@lepse.kirov.ru  marketing@lepse.kirov.ru  zubkova@lepse.kirov.ru  mol@lepse.kirov.ru  goa@lepse.kirov.ru  
ТН-Челябинск журнал;dirrek@tn-vlg.ru  ;
Турбизнес журнал;m.shugaev@tourbus.ru  
FISHNEWS медиахолдинг;edd67@mail.ru  yashina@fishnews.ru  elena@fishnews.ru  margarita_kr@bk.ru  anna@fishnews.ru  
Предельная глубина журнал;info@diveshow.ru  prodaja@podvoh.ru  
AC MAGAZINE молодежный журнал;sale@acmagazine.ru  info@acmagazine.ru  
Самозащита без оружия журнал;id_samoz@mail.ru  mail@samoz.ru  
Аргументы и Факты в Восточной Сибири газета;darza@bk.ru  aif-konkurs@bk.ru  
ТехНАДЗОР журнал;radionik@tnadzor.ru  debtors@tnadzor.ru  
Искусство потребления журнал;ipnvrsk@mail.ru  
Еркрамас газета;info@yerkramas.org  armtur2015@yandex.ru  mow@aviatourne.ru  info@aviatourne.ru  smi@yerkramas.org  
РИТМ машиностроение журнал;ritm@gardesmash.com  
Снабжение. Строительство. Ремонт журнал;m@snab-sc.ru  info@mysite.ru  
Восход газета;voshod_korsakov@mail.ru  
Жизнь газета;smm@life.ru  info@life.ru  reklama@life.ru  pr@life.ru  pr@lifenews78.ru  
Молодожены Москвы. Свадьба в Москве журнал;distrib@zagsinfo.ru  creativemanager@alliance-hotels.ru  rapsodi9@mail.ru  konkurs@zagsinfo.ru  info@svadba.ru  
Алабуга нуры газета;sultana.06@mail.ru  new-kama@bk.ru  
Наше дело журнал;mail@alttpp.ru  
Московский комсомолец в Серпухове газета;yana-kiblitski@yandex.ru  tan130@rambler.ru  
Бизнес-класс Архангельск газета;impress@atnet.ru  bclass@mail.ru  29rbk@mail.ru  
Краснообские вести газета;mgotman@yandex.ru  
Подмосковье сегодня газета;mosregtoday@mosregtoday.ru  
Красное знамя газета;roman@kznam.ru  
Эрудит журнал;eruditclub@mail.ru  
Казанский педагогический журнал;kpj07@mail.ru  
Наш город Амурск редакция газеты;ng.amursk@ya.ru  
Terra Medica журнал;expo@discoverymed.ru  elena@terramedica.spb.ru  akshaeva@discoverymed.ru  ivoltchek@terramedica.spb.ru  expo@terramedica.spb.ru  
АПК-Юг журнал;1@61.ru  
Звезда журнал;club366@club366.ru  
Междуречье редакция районной газеты;smuis_vgsha@mail.ru  
Соседи газета;april-media@mail.ru  
СпецТехника и Коммерческий Транспорт журнал;red@st-kt.ru  
Потенциал журнал;artema@dgap.mipt.ru  
Костромской Бизнес-журнал;oborotova1@mail.ru  
Наша Вологда газета;nasha_vologda@mail.ru  excursion@prlib.ru  
Потребитель. Бытовая техника журнал;mailing@btest.ru  
Городок газета;gorodok-74@yandex.ru  ms@a-co.ru  
Закон и Мы газета;ipp-npz@yandex.ru  npz@yandex.ru  
Нефтегазовая вертикаль журнал;info@ngv.ru  
Учет в сельском хозяйстве журнал;support@proflit.ru  cok@glavbukh.ru  email@budgetnik.ru  gazizova@action-media.ru  
Спорт-Экспресс газета;ulitina@sport-express.ru  
Kosmetik International журнал по косметологии;gra@ki.ru  podpiska@ki.ru  info@1nep.ru  spacehealth@gmail.com  spacehealth@mail.ru  
Automation and Remote Control журнал;compmg@maik.ru  customerservice@springer.com  subscriptions@springer.com  redacsia@ipu.ru  khlebnik@ipu.ru  
Волга газета;volga@astravolga.ru  
Свадьба журнал;svadba-18@mail.ru  
Современная электроника журнал;info@soel.ru  
Судовий репортер газета;irasalii91@gmail.com  ;
24 часа газета;digest@ph24.ru  
Гатчинская правда газета;gtnpravda@mail.ru  
Все для Вас газета;office@vdvykt.ru  support@vdvykt.ru  
Финансово-экономический бюллетень журнал;feb-orenburg@yandex.ru  
Реклама от А до Я еженедельник;radmc@yandex.ru  art-delta@yandex.ru  
Камчатское время газета;esivaev@yandex.ru  sivaev@kamtime.ru  ra@kamtime.ru  
Звезда Поволжья газета;volarst@mail.ru  
Вестник Метролога журнал;soyuz-metrologov@mail.ru  
Юга газета;red@gazetayuga.ru  sage@kbsu.ru  
ОсобаЯ журнал;perm_photo@mail.ru  
Pressa ГОРОДА газета;pressa-goroda@mail.ru  pr-goroda@mail.ru  
Притамбовье газета;pritambovie@gmail.com  
IT Expert журнал;it.marketing@fsmedia.ru  it.news@fsmedia.ru  subscribe@fsmedia.ru  it.adv@fsmedia.ru  
Вся Карелия-Вездеход газета;infokgkm@yandex.ru  vk.bazar@yandex.ru  
Государственный Советник журнал;gossovetnik@inbox.ru  
Аргументы и Факты в Омске газета;aif@omsk.aif.ru  
Гостиный Двор газета;gd72@bk.ru  
БЫТЬ ЧЕЛОВЕКОМ журнал;blago-media@bk.ru  
Медицинский совет журнал;vera_k@remedium.ru  reklam
Советский спорт газета;portal@sovsport.ru  
Муниципальное имущество: экономика право управление журнал;ab@lawinfo.ru  avtor@lawinfo.ru  yaguzhinskii.conf@adm.kaluga.ru  sarattsev1235813@gmail.com  
Наше Слово редакция газеты;ns.37@mail.ru  ;
Копейский рабочий газета;kr-reklama2006@mail.ru  antonpopkovich@mail.ru  kr-glred@mail.ru  
Балтийский Бродвей журнал;4575204@mail.ru  afisha@tvoybro.com  reklama@tvoybro.com  bro@tvoybro.com  stupeni@kdoma.ru  
Дорожники журнал;mail@dorogniki.com  
Инфосфера журнал;rectorat@sibsutis.ru  prikom@sibsutis.ru  pressa@mail.sakha.ru  tact@pi.ccl.ru  plsa@quartz.vsi.ru  
